"CountryCode","SeriesCode","DESCRIPTION",
"DNK","IT.NET.USER.ZS","National IT and Telecom Agency.",
"DNK","IT.NET.BBND","National IT and Telecom Agency.",
"DNK","IT.CEL.SETS.P2","National IT and Telecom Agency.",
"DNK","IT.MLT.MAIN.P2","National IT and Telecom Agency.",
"DNK","IT.CEL.SETS","National IT and Telecom Agency.",
"DNK","IT.MLT.MAIN","National IT and Telecom Agency.",
"DNK","IT.NET.BBND.P2","National IT and Telecom Agency.",
"DNK","IS.RRS.PASG.KM","Source: OECD",
"DNK","IS.RRS.GOOD.MT.K6","Source: OECD",
"DNK","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"DNK","SP.DYN.AMRT.MA","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"DNK","SP.DYN.AMRT.FE","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"DNK","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"DNK","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"DNK","ST.INT.DPRT","Includes overnight visitors (tourists) only. 2017: break in the series. New questionnaire from August 2017. the data are not comparable with those of previous years. 2019: break in the series. New questionnaire. Source from 2005: VisitDenmark.",
"DNK","SP.POP.GROW","Data source: Eurostat, Statistics Denmark",
"DNK","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. Source from 2005: VisitDenmark.",
"DNK","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. Source from 2005: VisitDenmark.",
"DOM","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"DOM","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders. Including nationals residing abroad.",
"DOM","SP.POP.GROW","Data source: United Nations World Population Prospects",
"DOM","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"DOM","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"DOM","MS.MIL.XPND.CD","1960-1989 SIPRI estimates.",
"DOM","MS.MIL.XPND.CN","1960-1989 SIPRI estimates.",
"DOM","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"DOM","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"DOM","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"DOM","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"DOM","IT.NET.BBND","Until 2000: Compañía Dominicana de Teléfonos (CODETEL). From 2000: Instituto Dominicano de las Telecomunicaciones (INDOTEL).",
"DOM","IT.CEL.SETS","Until 2000: Compañía Dominicana de Teléfonos (CODETEL). From 2000: Instituto Dominicano de las Telecomunicaciones (INDOTEL).",
"DOM","IT.NET.BBND.P2","Until 2000: Compañía Dominicana de Teléfonos (CODETEL). From 2000: Instituto Dominicano de las Telecomunicaciones (INDOTEL).",
"DOM","IT.MLT.MAIN","Until 2000: Compañía Dominicana de Teléfonos (CODETEL). From 2000: Instituto Dominicano de las Telecomunicaciones (INDOTEL).",
"DOM","IT.MLT.MAIN.P2","Until 2000: Compañía Dominicana de Teléfonos (CODETEL). From 2000: Instituto Dominicano de las Telecomunicaciones (INDOTEL).",
"DOM","IT.CEL.SETS.P2","Until 2000: Compañía Dominicana de Teléfonos (CODETEL). From 2000: Instituto Dominicano de las Telecomunicaciones (INDOTEL).",
"DOM","IT.NET.USER.ZS","Until 2000: Compañía Dominicana de Teléfonos (CODETEL). From 2000: Instituto Dominicano de las Telecomunicaciones (INDOTEL).",
"DOM","ST.INT.DPRT","Includes overnight visitors (tourists) only.",
"DOM","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"DOM","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"DOM","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"DOM","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"DOM","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"DOM","SM.POP.NETM","Data source: United Nations World Population Prospects",
"DOM","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"DOM","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"DOM","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"DOM","DT.DOD.DECT.CD","Long-term public and publicly guaranteed and long-term private nonguaranteed debt debt data for 2020 are based on reports provided by the country. Short-term debt for 2020 is based on data from the BIS. Data include the effects of Paris Club debt restructuring agreement signed in 2005.",
"DOM","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"DOM","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"DZA","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"DZA","DT.DOD.DECT.CD","Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2020 are based on reports provided by the country.Short-term debt data for 2020 are based on reports provided by the country.",
"DZA","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"DZA","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"DZA","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"DZA","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"DZA","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"DZA","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"DZA","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"DZA","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"DZA","SM.POP.NETM","Data source: United Nations World Population Prospects",
"DZA","SM.POP.TOTL","Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. ",
"DZA","ST.INT.DPRT","Includes overnight visitors (tourists) only.",
"DZA","IT.NET.BBND","Ministère des Postes et Télécommunications (MPT). From 2004: Autorité de Régulation de la Poste et des Télecommunications (ARPT).",
"DZA","IT.NET.BBND.P2","Ministère des Postes et Télécommunications (MPT). From 2004: Autorité de Régulation de la Poste et des Télecommunications (ARPT).",
"DZA","IT.MLT.MAIN","Ministère des Postes et Télécommunications (MPT). From 2004: Autorité de Régulation de la Poste et des Télecommunications (ARPT).",
"DZA","IT.CEL.SETS","Ministère des Postes et Télécommunications (MPT). From 2004: Autorité de Régulation de la Poste et des Télecommunications (ARPT).",
"DZA","IT.NET.USER.ZS","Ministère des Postes et Télécommunications (MPT). From 2004: Autorité de Régulation de la Poste et des Télecommunications (ARPT).",
"DZA","IT.CEL.SETS.P2","Ministère des Postes et Télécommunications (MPT). From 2004: Autorité de Régulation de la Poste et des Télecommunications (ARPT).",
"DZA","IT.MLT.MAIN.P2","Ministère des Postes et Télécommunications (MPT). From 2004: Autorité de Régulation de la Poste et des Télecommunications (ARPT).",
"DZA","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"DZA","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)",
"DZA","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)",
"DZA","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"DZA","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"DZA","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"DZA","MS.MIL.XPND.CD","1990 & 1992 SIPRI estimates. 2017-2018 highly uncertain data.",
"DZA","MS.MIL.XPND.CN","1990 & 1992 SIPRI estimates. 2017-2018 highly uncertain data.",
"DZA","MS.MIL.XPND.ZS","2016-2018 highly uncertain data.",
"DZA","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"DZA","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"DZA","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"DZA","SP.POP.GROW","Data source: United Nations World Population Prospects",
"DZA","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders. Including nationals residing abroad.",
"DZA","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"DZA","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. 1995-2004: country data.",
"EAS","SH.STA.STNT.ME.ZS","Aggregate data are based on UNICEF, WHO, and the World Bank harmonized JME dataset.",
"EAS","SH.STA.OWGH.ME.ZS","Aggregate data are based on UNICEF, WHO, and the World Bank harmonized JME dataset.",
"EAS","SH.STA.SMSS.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"EAS","SH.STA.SMSS.UR.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"EAS","SH.H2O.SMDW.UR.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"EAS","SH.H2O.SMDW.RU.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"EAS","SH.H2O.SMDW.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"EAS","SH.STA.SMSS.RU.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"ECS","SH.H2O.SMDW.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"ECS","SH.STA.SMSS.RU.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"ECS","SH.H2O.SMDW.UR.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"ECS","SH.STA.SMSS.UR.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"ECS","SH.STA.SMSS.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"ECS","SH.STA.OWGH.ME.ZS","Aggregate data are based on UNICEF, WHO, and the World Bank harmonized JME dataset.",
"ECS","SH.STA.STNT.ME.ZS","Aggregate data are based on UNICEF, WHO, and the World Bank harmonized JME dataset.",
"ECS","SH.H2O.SMDW.RU.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"ECU","MS.MIL.XPND.ZS","2013 SIPRI estimates.",
"ECU","MS.MIL.XPND.CD","2013 SIPRI estimates.",
"ECU","MS.MIL.XPND.CN","2013 SIPRI estimates.",
"ECU","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"ECU","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"ECU","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"ECU","PA.NUS.FCRF","Data are reported in sucres until 2000, in US dollar from 2001.",
"ECU","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"ECU","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"ECU","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"ECU","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders. Including nationals residing abroad.",
"ECU","SP.POP.GROW","Data source: United Nations World Population Prospects",
"ECU","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"ECU","IT.NET.BBND","Superintendencia de Telecomunicaciones (SUPTEL). Consejo Nacional de Telecomunicaciones.",
"ECU","IT.MLT.MAIN","Superintendencia de Telecomunicaciones (SUPTEL). Consejo Nacional de Telecomunicaciones.",
"ECU","IT.CEL.SETS","Superintendencia de Telecomunicaciones (SUPTEL). Consejo Nacional de Telecomunicaciones.",
"ECU","IT.NET.BBND.P2","Superintendencia de Telecomunicaciones (SUPTEL). Consejo Nacional de Telecomunicaciones.",
"ECU","IT.CEL.SETS.P2","Superintendencia de Telecomunicaciones (SUPTEL). Consejo Nacional de Telecomunicaciones.",
"ECU","IT.NET.USER.ZS","Superintendencia de Telecomunicaciones (SUPTEL). Consejo Nacional de Telecomunicaciones.",
"ECU","IT.MLT.MAIN.P2","Superintendencia de Telecomunicaciones (SUPTEL). Consejo Nacional de Telecomunicaciones.",
"ECU","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"ECU","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"ECU","ST.INT.DPRT","Includes overnight visitors (tourists) only.",
"ECU","SM.POP.TOTL","Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. ",
"ECU","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"ECU","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"ECU","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"ECU","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"ECU","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"ECU","SM.POP.NETM","Data source: United Nations World Population Prospects",
"ECU","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"ECU","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"ECU","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"ECU","DT.DOD.DECT.CD","Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2020 are based on reports provided by the country and does not cover the debt aroused from the advanced oil sales. Short-term debt for 2020 is based on Central Bank data.",
"ECU","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"EGY","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"EGY","DT.DOD.DECT.CD","Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2020 are based on reports provided by the country. Short-term debt data for 2020 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).",
"EGY","SG.GEN.PARL.ZS","Figures correspond to the results of elections to the Lower House completed in January 2012. Elections to the Upper House will be completed in early 2012.",
"EGY","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"EGY","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"EGY","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"EGY","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"EGY","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"EGY","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"EGY","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"EGY","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"EGY","SM.POP.NETM","Data source: United Nations World Population Prospects",
"EGY","SM.POP.TOTL","Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. ",
"EGY","ST.INT.DPRT","Includes overnight visitors (tourists) and same-day visitors (excursionists).",
"EGY","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders.",
"EGY","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)",
"EGY","IT.CEL.SETS","Telecom Egypt. From 2003: Ministry of Communications and Information Technology.",
"EGY","IT.NET.BBND","Telecom Egypt. From 2003: Ministry of Communications and Information Technology.",
"EGY","IT.NET.USER.ZS","Telecom Egypt. From 2003: Ministry of Communications and Information Technology.",
"EGY","IT.MLT.MAIN","Telecom Egypt. From 2003: Ministry of Communications and Information Technology.",
"EGY","IT.MLT.MAIN.P2","Telecom Egypt. From 2003: Ministry of Communications and Information Technology.",
"EGY","IT.NET.BBND.P2","Telecom Egypt. From 2003: Ministry of Communications and Information Technology.",
"EGY","IT.CEL.SETS.P2","Telecom Egypt. From 2003: Ministry of Communications and Information Technology.",
"EGY","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)",
"EGY","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"EGY","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"EGY","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"EGY","SP.POP.GROW","Data source: United Nations World Population Prospects",
"EGY","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"EGY","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"EGY","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"EGY","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"EGY","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"EGY","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"EGY","MS.MIL.XPND.CN","2011-2019 highly uncertain data.",
"EGY","MS.MIL.XPND.CD","2011-2019 highly uncertain data.",
"EGY","MS.MIL.XPND.ZS","2011-2019 SIPRI estimates.",
"ERI","ST.INT.RCPT.CD","Compiled from data reported by the country. The expenditure figures are those provided by the country to UNWTO, which do not appear in the International Monetary Fund data.",
"ERI","SP.POP.GROW","Data source: United Nations World Population Prospects",
"ERI","IT.CEL.SETS.P2","Eritrea Telecommunication Services Corporation (Eritel).",
"ERI","IT.NET.BBND.P2","Eritrea Telecommunication Services Corporation (Eritel).",
"ERI","IT.MLT.MAIN","Eritrea Telecommunication Services Corporation (Eritel).",
"ERI","IT.MLT.MAIN.P2","Eritrea Telecommunication Services Corporation (Eritel).",
"ERI","IT.NET.BBND","Eritrea Telecommunication Services Corporation (Eritel).",
"ERI","IT.CEL.SETS","Eritrea Telecommunication Services Corporation (Eritel).",
"ERI","IT.NET.USER.ZS","Eritrea Telecommunication Services Corporation (Eritel).",
"ERI","NY.GNP.MKTP.PP.KD","Estimates are based on regression.",
"ERI","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders. Including nationals residing abroad.",
"ERI","NY.GNP.PCAP.PP.KD","Estimates are based on regression.",
"ERI","NY.GDP.MKTP.PP.KD","Estimates are based on regression.",
"ERI","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"ERI","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"ERI","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"ERI","SM.POP.TOTL","Estimates are imputed using model estimates. ",
"ERI","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"ERI","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"ERI","NE.CON.PRVT.PP.KD","Estimates are based on regression.",
"ERI","NY.GDP.MKTP.PP.CD","Estimates are based on regression.",
"ERI","NE.CON.PRVT.PP.CD","Estimates are based on regression.",
"ERI","NY.GDP.PCAP.PP.KD","Estimates are based on regression.",
"ERI","NY.GDP.PCAP.PP.CD","Estimates are based on regression.",
"ERI","NY.GNP.PCAP.PP.CD","Estimates are based on regression.",
"ERI","NY.GNP.MKTP.PP.CD","Estimates are based on regression.",
"ERI","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"ERI","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"ERI","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"ERI","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"ERI","SM.POP.NETM","Data source: United Nations World Population Prospects",
"ERI","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"ERI","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"ERI","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data from 2010 up to 2020 are World Bank staff estimates. Long-term private nonguaranteed debt data are not available. Short-term debt for 2020 is based on data from the BIS.",
"ERI","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"ESP","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"ESP","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"ESP","SP.DYN.CDRT.IN","Data source: Eurostat",
"ESP","SP.DYN.CBRT.IN","Data source: Eurostat",
"ESP","SP.DYN.AMRT.MA","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"ESP","SM.POP.NETM","Data source: United Nations World Population Prospects",
"ESP","SP.POP.TOTL","Data source: Eurostat, Instituto Nacional de Estadística",
"ESP","TM.TAX.TCOM.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ESP","TM.TAX.MRCH.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ESP","TM.TAX.MANF.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ESP","TM.TAX.MANF.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ESP","TM.TAX.MRCH.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ESP","TM.TAX.MRCH.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ESP","TM.TAX.MRCH.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ESP","TM.TAX.TCOM.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ESP","TM.TAX.TCOM.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ESP","TM.TAX.MRCH.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ESP","TM.TAX.MANF.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ESP","TM.TAX.MANF.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ESP","TM.TAX.TCOM.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ESP","TM.TAX.TCOM.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ESP","TM.TAX.MANF.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ESP","TM.TAX.MANF.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ESP","TM.TAX.TCOM.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ESP","TM.TAX.MRCH.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ESP","TM.TAX.TCOM.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ESP","TM.TAX.TCOM.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ESP","TM.TAX.MRCH.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ESP","TM.TAX.MRCH.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ESP","TM.TAX.MANF.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ESP","TM.TAX.MANF.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ESP","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"ESP","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"ESP","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"ESP","IT.NET.BBND.P2","Telefónica de España, S.A.. Ministerio de Ciencia y Technología. Since 2002: Comisión del Mercado de las Telecomunicaciones (CMT).",
"ESP","IT.NET.BBND","Telefónica de España, S.A.. Ministerio de Ciencia y Technología. Since 2002: Comisión del Mercado de las Telecomunicaciones (CMT).",
"ESP","IT.MLT.MAIN.P2","Telefónica de España, S.A.. Ministerio de Ciencia y Technología. Since 2002: Comisión del Mercado de las Telecomunicaciones (CMT).",
"ESP","IT.CEL.SETS","Telefónica de España, S.A.. Ministerio de Ciencia y Technología. Since 2002: Comisión del Mercado de las Telecomunicaciones (CMT).",
"ESP","IT.NET.USER.ZS","Telefónica de España, S.A.. Ministerio de Ciencia y Technología. Since 2002: Comisión del Mercado de las Telecomunicaciones (CMT).",
"ESP","IT.MLT.MAIN","Telefónica de España, S.A.. Ministerio de Ciencia y Technología. Since 2002: Comisión del Mercado de las Telecomunicaciones (CMT).",
